FileId,Accepted,QCNotes
GSE10576_GSM266665,N,Duplicate Sample
GSE10576_GSM266666,N,Duplicate Sample
GSE10576_GSM266667,N,Duplicate Sample
GSE10576_GSM266668,N,Duplicate Sample
GSE10576_GSM266669,N,Duplicate Sample
GSE10576_GSM266670,N,Duplicate Sample
GSE10576_GSM266671,N,Duplicate Sample
GSE10576_GSM266672,N,Duplicate Sample
GSE10576_GSM266673,N,Duplicate Sample
GSE10576_GSM266674,N,Duplicate Sample
GSE10576_GSM266675,N,Duplicate Sample
GSE10576_GSM266676,N,Duplicate Sample
GSE10576_GSM266677,N,Duplicate Sample
GSE11119_GSM280598,N,Corrupt/Missing CEL
GSE11119_GSM280599,N,Corrupt/Missing CEL
GSE11119_GSM280600,N,Corrupt/Missing CEL
GSE11119_GSM280601,N,Corrupt/Missing CEL
GSE11532_GSM290561,Y,NA
GSE11532_GSM290562,Y,NA
GSE11558_GSM290753,Y,NA
GSE11558_GSM290755,Y,NA
GSE11558_GSM290756,Y,NA
GSE11558_GSM290757,Y,NA
GSE11558_GSM290758,Y,NA
GSE11558_GSM290759,Y,NA
GSE11558_GSM290760,Y,NA
GSE11558_GSM290761,Y,NA
GSE11558_GSM290762,Y,NA
GSE11558_GSM290825,Y,NA
GSE11558_GSM290827,N,Automatic QC Rejection
GSE11558_GSM290828,Y,NA
GSE11558_GSM291019,Y,NA
GSE11558_GSM291020,Y,NA
GSE11558_GSM291021,Y,NA
GSE11558_GSM291023,Y,NA
GSE11558_GSM291024,Y,NA
GSE11558_GSM291098,Y,NA
GSE11558_GSM291099,Y,NA
GSE11558_GSM291101,Y,NA
GSE11558_GSM291108,Y,NA
GSE11558_GSM291112,Y,NA
GSE11558_GSM291113,Y,NA
GSE11558_GSM291114,Y,NA
GSE11558_GSM291118,N,Automatic QC Rejection
GSE11558_GSM291119,Y,NA
GSE11558_GSM291124,Y,NA
GSE11558_GSM291128,N,Manual Rejection
GSE12404_GSM378737,N,Duplicate Sample
GSE12404_GSM378738,N,Duplicate Sample
GSE13783_GSM346829,Y,NA
GSE13783_GSM346830,Y,NA
GSE13783_GSM346831,Y,NA
GSE13783_GSM346832,Y,NA
GSE13783_GSM346833,Y,NA
GSE13783_GSM346834,Y,NA
GSE13783_GSM346835,Y,NA
GSE13783_GSM346836,Y,NA
GSE13783_GSM346837,Y,NA
GSE13783_GSM346838,Y,NA
GSE13783_GSM346839,Y,NA
GSE13783_GSM346840,Y,NA
GSE13783_GSM346841,Y,NA
GSE13783_GSM346842,Y,NA
GSE13783_GSM346843,Y,NA
GSE13783_GSM346844,Y,NA
GSE13783_GSM346845,Y,NA
GSE13783_GSM346846,Y,NA
