,ReturnCode,RowId,SampleCEL,SampleFile,SampleId,SeriesId
0,0,0,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297822.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297822/suppl/GSM297822.CEL.gz,GSM297822,GSE11758
1,0,1,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297823.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297823/suppl/GSM297823.CEL.gz,GSM297823,GSE11758
2,0,2,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297824.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297824/suppl/GSM297824.CEL.gz,GSM297824,GSE11758
3,0,3,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297825.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297825/suppl/GSM297825.CEL.gz,GSM297825,GSE11758
4,0,4,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297826.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297826/suppl/GSM297826.CEL.gz,GSM297826,GSE11758
5,0,5,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297827.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297827/suppl/GSM297827.CEL.gz,GSM297827,GSE11758
6,0,6,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297828.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297828/suppl/GSM297828.CEL.gz,GSM297828,GSE11758
7,0,7,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297829.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297829/suppl/GSM297829.CEL.gz,GSM297829,GSE11758
8,0,8,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297830.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297830/suppl/GSM297830.CEL.gz,GSM297830,GSE11758
9,0,9,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297831.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297831/suppl/GSM297831.CEL.gz,GSM297831,GSE11758
10,0,10,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297832.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297832/suppl/GSM297832.CEL.gz,GSM297832,GSE11758
11,0,11,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297833.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297833/suppl/GSM297833.CEL.gz,GSM297833,GSE11758
12,0,12,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297834.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297834/suppl/GSM297834.CEL.gz,GSM297834,GSE11758
13,0,13,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297835.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297835/suppl/GSM297835.CEL.gz,GSM297835,GSE11758
14,0,14,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297836.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297836/suppl/GSM297836.CEL.gz,GSM297836,GSE11758
15,0,15,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297837.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297837/suppl/GSM297837.CEL.gz,GSM297837,GSE11758
16,0,16,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297838.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297838/suppl/GSM297838.CEL.gz,GSM297838,GSE11758
17,0,17,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297839.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297839/suppl/GSM297839.CEL.gz,GSM297839,GSE11758
18,0,18,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297840.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297840/suppl/GSM297840.CEL.gz,GSM297840,GSE11758
19,0,19,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297841.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297841/suppl/GSM297841.CEL.gz,GSM297841,GSE11758
20,0,20,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297842.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297842/suppl/GSM297842.CEL.gz,GSM297842,GSE11758
21,0,21,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE11758/GSE11758_GSM297843.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM297nnn/GSM297843/suppl/GSM297843.CEL.gz,GSM297843,GSE11758
22,0,30,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE75824/GSE75824_GSM1968490.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1968nnn/GSM1968490/suppl/GSM1968490_WT_Rep1_ATH1.CEL.gz,GSM1968490,GSE75824
23,0,31,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE75824/GSE75824_GSM1968491.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1968nnn/GSM1968491/suppl/GSM1968491_WT_Rep2_ATH1.CEL.gz,GSM1968491,GSE75824
24,0,32,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE75824/GSE75824_GSM1968492.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1968nnn/GSM1968492/suppl/GSM1968492_WT_Rep3_ATH1.CEL.gz,GSM1968492,GSE75824
25,0,33,/nv/hswarm1/schockalingam6/scratch/microarrays/GSE75824/GSE75824_GSM1968493.cel.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1968nnn/GSM1968493/suppl/GSM1968493_pam48-mutant_Rep1_ATH1.CEL.gz,GSM1968493,GSE75824
