Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Term Source REF	Term Accession Number	Comment[Compound]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Factor Value [STRAIN]	Term Source REF	Term Accession Number
ABRC-CS57812 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57812	EFO	EFO_0000126	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57812 2	P-TABM-103	ABRC-CS57812 2	total_RNA	P-TABM-hans19	ABRC-CS57812 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R714	A-AFFY-2	P-AFFY-6	R714	R714.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57812	EFO	EFO_0000126
ABRC-CS57533 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57533	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57533 1	P-TABM-103	ABRC-CS57533 1	total_RNA	P-TABM-hans19	ABRC-CS57533 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1186	A-AFFY-2	P-AFFY-6	R1186	R1186.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57533	  	  
ABRC-CS57898 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57898	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57898 2	P-TABM-103	ABRC-CS57898 2	total_RNA	P-TABM-hans19	ABRC-CS57898 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1337	A-AFFY-2	P-AFFY-6	R1337	R1337.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57898	  	  
ABRC-CS57631 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57631	EFO	EFO_0000047	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57631 1	P-TABM-103	ABRC-CS57631 1	total_RNA	P-TABM-hans19	ABRC-CS57631 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R170	A-AFFY-2	P-AFFY-6	R170	R170.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57631	EFO	EFO_0000047
ABRC-CS57923 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57923	EFO	EFO_0000165	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57923 1	P-TABM-103	ABRC-CS57923 1	total_RNA	P-TABM-hans19	ABRC-CS57923 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1169	A-AFFY-2	P-AFFY-6	R1169	R1169.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57923	EFO	EFO_0000165
ABRC-CS57732 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57732	EFO	EFO_0000078	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57732 1	P-TABM-103	ABRC-CS57732 1	total_RNA	P-TABM-hans19	ABRC-CS57732 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R377	A-AFFY-2	P-AFFY-6	R377	R377.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57732	EFO	EFO_0000078
ABRC-CS57770 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57770	EFO	EFO_0000111	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57770 2	P-TABM-103	ABRC-CS57770 2	total_RNA	P-TABM-hans19	ABRC-CS57770 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R709	A-AFFY-2	P-AFFY-6	R709	R709.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57770	EFO	EFO_0000111
ABRC-CS57840 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57840	EFO	EFO_0000140	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57840 2	P-TABM-103	ABRC-CS57840 2	total_RNA	P-TABM-hans19	ABRC-CS57840 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R575	A-AFFY-2	P-AFFY-6	R575	R575.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57840	EFO	EFO_0000140
ABRC-CS57663 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57663	EFO	EFO_0000056	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57663 1	P-TABM-103	ABRC-CS57663 1	total_RNA	P-TABM-hans19	ABRC-CS57663 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R359	A-AFFY-2	P-AFFY-6	R359	R359.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57663	EFO	EFO_0000056
ABRC-CS57923 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57923	EFO	EFO_0000165	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57923 2	P-TABM-103	ABRC-CS57923 2	total_RNA	P-TABM-hans19	ABRC-CS57923 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1306	A-AFFY-2	P-AFFY-6	R1306	R1306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57923	EFO	EFO_0000165
ABRC-CS57624 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57624	EFO	EFO_0000040	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57624 2	P-TABM-103	ABRC-CS57624 2	total_RNA	P-TABM-hans19	ABRC-CS57624 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R514b	A-AFFY-2	P-AFFY-6	R514b	R514b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57624	EFO	EFO_0000040
ABRC-CS57511 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57511	EFO	EFO_0000002	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57511 1	P-TABM-103	ABRC-CS57511 1	total_RNA	P-TABM-hans19	ABRC-CS57511 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R167	A-AFFY-2	P-AFFY-6	R167	R167.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57511	EFO	EFO_0000002
ABRC-CS57648 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57648	EFO	EFO_0000052	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57648 1	P-TABM-103	ABRC-CS57648 1	total_RNA	P-TABM-hans19	ABRC-CS57648 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R154	A-AFFY-2	P-AFFY-6	R154	R154.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57648	EFO	EFO_0000052
ABRC-CS57828 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57828	EFO	EFO_0000136	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57828 2	P-TABM-103	ABRC-CS57828 2	total_RNA	P-TABM-hans19	ABRC-CS57828 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R566	A-AFFY-2	P-AFFY-6	R566	R566.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57828	EFO	EFO_0000136
ABRC-CS57610 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57610	EFO	EFO_0000032	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57610 1	P-TABM-103	ABRC-CS57610 1	total_RNA	P-TABM-hans19	ABRC-CS57610 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R165	A-AFFY-2	P-AFFY-6	R165	R165.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57610	EFO	EFO_0000032
ABRC-CS57776 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57776	EFO	EFO_0000113	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57776 2	P-TABM-103	ABRC-CS57776 2	total_RNA	P-TABM-hans19	ABRC-CS57776 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R520	A-AFFY-2	P-AFFY-6	R520	R520.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57776	EFO	EFO_0000113
ABRC-CS57538 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57538	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57538 2	P-TABM-103	ABRC-CS57538 2	total_RNA	P-TABM-hans19	ABRC-CS57538 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1355	A-AFFY-2	P-AFFY-6	R1355	R1355.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57538	  	  
ABRC-CS57641 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57641	EFO	EFO_0000049	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57641 2	P-TABM-103	ABRC-CS57641 2	total_RNA	P-TABM-hans19	ABRC-CS57641 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R786	A-AFFY-2	P-AFFY-6	R786	R786.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57641	EFO	EFO_0000049
ABRC-CS57627 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57627	EFO	EFO_0000043	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57627 1	P-TABM-103	ABRC-CS57627 1	total_RNA	P-TABM-hans19	ABRC-CS57627 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R109	A-AFFY-2	P-AFFY-6	R109	R109.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57627	EFO	EFO_0000043
ABRC-CS57653 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57653	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57653 1	P-TABM-103	ABRC-CS57653 1	total_RNA	P-TABM-hans19	ABRC-CS57653 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R975	A-AFFY-2	P-AFFY-6	R975	R975.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57653	  	  
ABRC-CS57648 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57648	EFO	EFO_0000052	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57648 2	P-TABM-103	ABRC-CS57648 2	total_RNA	P-TABM-hans19	ABRC-CS57648 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R717	A-AFFY-2	P-AFFY-6	R717	R717.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57648	EFO	EFO_0000052
ABRC-CS57924 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57924	EFO	EFO_0000166	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57924 2	P-TABM-103	ABRC-CS57924 2	total_RNA	P-TABM-hans19	ABRC-CS57924 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R739	A-AFFY-2	P-AFFY-6	R739	R739.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57924	EFO	EFO_0000166
ABRC-CS57870 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57870	EFO	EFO_0000150	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57870 1	P-TABM-103	ABRC-CS57870 1	total_RNA	P-TABM-hans19	ABRC-CS57870 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R144	A-AFFY-2	P-AFFY-6	R144	R144.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57870	EFO	EFO_0000150
ABRC-CS57822 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57822	EFO	EFO_0000130	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57822 1	P-TABM-103	ABRC-CS57822 1	total_RNA	P-TABM-hans19	ABRC-CS57822 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R306	A-AFFY-2	P-AFFY-6	R306	R306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57822	EFO	EFO_0000130
ABRC-CS57560 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57560	EFO	EFO_0000015	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57560 2	P-TABM-103	ABRC-CS57560 2	total_RNA	P-TABM-hans19	ABRC-CS57560 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R765	A-AFFY-2	P-AFFY-6	R765	R765.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57560	EFO	EFO_0000015
ABRC-CS57753 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57753	EFO	EFO_0000088	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57753 1	P-TABM-103	ABRC-CS57753 1	total_RNA	P-TABM-hans19	ABRC-CS57753 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R102	A-AFFY-2	P-AFFY-6	R102	R102.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57753	EFO	EFO_0000088
ABRC-CS57740 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57740	EFO	EFO_0000082	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57740 2	P-TABM-103	ABRC-CS57740 2	total_RNA	P-TABM-hans19	ABRC-CS57740 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R536	A-AFFY-2	P-AFFY-6	R536	R536.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57740	EFO	EFO_0000082
ABRC-CS57886 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57886	EFO	EFO_0000158	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57886 1	P-TABM-103	ABRC-CS57886 1	total_RNA	P-TABM-hans19	ABRC-CS57886 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R345	A-AFFY-2	P-AFFY-6	R345	R345.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57886	EFO	EFO_0000158
ABRC-CS57670 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57670	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57670 2	P-TABM-103	ABRC-CS57670 2	total_RNA	P-TABM-hans19	ABRC-CS57670 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1539	A-AFFY-2	P-AFFY-6	R1539	R1539.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57670	  	  
ABRC-CS57908 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57908	EFO	EFO_0000164	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57908 2	P-TABM-103	ABRC-CS57908 2	total_RNA	P-TABM-hans19	ABRC-CS57908 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R746	A-AFFY-2	P-AFFY-6	R746	R746.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57908	EFO	EFO_0000164
ABRC-CS57535 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57535	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57535 1	P-TABM-103	ABRC-CS57535 1	total_RNA	P-TABM-hans19	ABRC-CS57535 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R118	A-AFFY-2	P-AFFY-6	R118	R118.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57535	  	  
ABRC-CS57917 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57917	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57917 1	P-TABM-103	ABRC-CS57917 1	total_RNA	P-TABM-hans19	ABRC-CS57917 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1117	A-AFFY-2	P-AFFY-6	R1117	R1117.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57917	  	  
ABRC-CS57784 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57784	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57784 2	P-TABM-103	ABRC-CS57784 2	total_RNA	P-TABM-hans19	ABRC-CS57784 2 biotin	biotin	synthetic_DNA	P-TABM-hans12	R1519	A-AFFY-2	P-AFFY-6	R1519	R1519.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57784	  	  
ABRC-CS57812 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57812	EFO	EFO_0000126	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57812 1	P-TABM-103	ABRC-CS57812 1	total_RNA	P-TABM-hans19	ABRC-CS57812 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R184	A-AFFY-2	P-AFFY-6	R184	R184.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57812	EFO	EFO_0000126
ABRC-CS57701 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57701	EFO	EFO_0000064	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57701 1	P-TABM-103	ABRC-CS57701 1	total_RNA	P-TABM-hans19	ABRC-CS57701 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R389	A-AFFY-2	P-AFFY-6	R389	R389.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57701	EFO	EFO_0000064
ABRC-CS57714 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57714	EFO	EFO_0000070	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57714 1	P-TABM-103	ABRC-CS57714 1	total_RNA	P-TABM-hans19	ABRC-CS57714 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R195	A-AFFY-2	P-AFFY-6	R195	R195.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57714	EFO	EFO_0000070
ABRC-CS57850 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57850	EFO	EFO_0000145	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57850 1	P-TABM-103	ABRC-CS57850 1	total_RNA	P-TABM-hans19	ABRC-CS57850 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R316	A-AFFY-2	P-AFFY-6	R316	R316.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57850	EFO	EFO_0000145
ABRC-CS57580 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57580	EFO	EFO_0000020	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57580 1	P-TABM-103	ABRC-CS57580 1	total_RNA	P-TABM-hans19	ABRC-CS57580 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R326	A-AFFY-2	P-AFFY-6	R326	R326.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57580	EFO	EFO_0000020
ABRC-CS57646 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57646	EFO	EFO_0000051	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57646 1	P-TABM-103	ABRC-CS57646 1	total_RNA	P-TABM-hans19	ABRC-CS57646 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R318	A-AFFY-2	P-AFFY-6	R318	R318.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.6.zip	CS57646	EFO	EFO_0000051
ABRC-CS57762 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57762	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57762 2	P-TABM-103	ABRC-CS57762 2	total_RNA	P-TABM-hans19	ABRC-CS57762 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1505	A-AFFY-2	P-AFFY-6	R1505	R1505.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.7.zip	CS57762	  	  
