TFName 	 TFLocus 	 TargetName 	 TargetLocus 	 IsTF 	 TargetType 	 Confirmation 	 InteractionType
AP3/PI 	 AT3G54340/AT5G20240 	 AP1 	 AT1G69120 	 Yes 	 Direct 	 Confirmed 	 Repression
AP3/PI 	 AT3G54340/AT5G20240 	 AP3 	 AT3G54340 	 Yes 	 Direct 	 Confirmed 	 Activation
AP3/PI 	 AT3G54340/AT5G20240 	 NAP 	 AT1G69490 	 Yes 	 Direct 	 Confirmed 	 Activation
AP3/PI 	 AT3G54340/AT5G20240 	 SUP 	 AT3G23130 	 Yes 	 Direct 	 Confirmed 	 Activation
ARF12 	 AT1G34310 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
ARF8 	 AT5G37020 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 ?CESA8 	 AT4G18780 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 ?VNI2 	 AT5G13180 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 CESA7 	 AT5G17420 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 PAL4 	 AT3G10340 	 No 	 Direct 	 Confirmed 	 \N
ARF9 	 AT4G23980 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 ?CESA8 	 AT4G18780 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 CAD4 	 AT3G19450 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 CCOAOMT1 	 AT4G34050 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 IRX10 	 AT1G27440 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
ASIL1 	 AT1G54060 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT1G05380 	 AT1G05380 	 BLH3 	 AT1G75410 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G12630 	 AT1G12630 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
AT1G12630 	 AT1G12630 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT1G12630 	 AT1G12630 	 n/a 	 AT4G35160 	 N/A 	 Direct 	 Confirmed 	 \N
AT1G19000 	 AT1G19000 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT1G20910 	 AT1G20910 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT1G20910 	 AT1G20910 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT1G20910 	 AT1G20910 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
AT1G20910 	 AT1G20910 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT1G20910 	 AT1G20910 	 n/a 	 AT4G35160 	 N/A 	 Direct 	 Confirmed 	 \N
AT1G22810 	 AT1G22810 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G24030 	 AT1G24030 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G32360 	 AT1G32360 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G44830 	 AT1G44830 	 ATE2F2 	 AT1G47870 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G44830 	 AT1G44830 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G44830 	 AT1G44830 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 ?VNI2 	 AT5G13180 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 AT4CL1 	 AT1G51680 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 ATE2F2 	 AT1G47870 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 CCOAOMT7 	 AT4G26220 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 CESA7 	 AT5G17420 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 DET3 	 AT1G12840 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 GUX1 	 AT3G18660 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 GXM3 	 AT1G09610 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 IRX10 	 AT1G27440 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 IRX4 	 AT1G15950 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 IRX4 	 AT1G17950 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 MYB43 	 AT5G16600 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 PHV 	 AT1G30490 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT1G61730 	 AT1G61730 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G64620 	 AT1G64620 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G64620 	 AT1G64620 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G64620 	 AT1G64620 	 n/a 	 AT4G27435 	 N/A 	 Direct 	 Confirmed 	 \N
AT1G76510 	 AT1G76510 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76510 	 AT1G76510 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT1G76510 	 AT1G76510 	 n/a 	 AT4G35160 	 N/A 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 ?BGLU46 	 AT1G61820 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 ?FRA8 	 AT2G28110 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 PHV 	 AT1G30490 	 Yes 	 Direct 	 Confirmed 	 \N
AT1G76880 	 AT1G76880 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT2G23340 	 AT2G23340 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G26940 	 AT2G26940 	 BLH3 	 AT1G75410 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G26940 	 AT2G26940 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G29660 	 AT2G29660 	 IRX4 	 AT1G15950 	 No 	 Direct 	 Confirmed 	 \N
AT2G38340 	 AT2G38340 	 BLH3 	 AT1G75410 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G38340 	 AT2G38340 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ?BGLU46 	 AT1G61820 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ?FRA8 	 AT2G28110 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ?VNI2 	 AT5G13180 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 ATE2F2 	 AT1G47870 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 CAD4 	 AT3G19450 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 CCOAOMT1 	 AT4G34050 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 CCOAOMT7 	 AT4G26220 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 CESA7 	 AT5G17420 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 IRX10 	 AT1G27440 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 IRX4 	 AT1G15950 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 MYB43 	 AT5G16600 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 PHV 	 AT1G30490 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 VND6 	 AT5G62380 	 Yes 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 n/a 	 AT4G27435 	 N/A 	 Direct 	 Confirmed 	 \N
AT2G44730 	 AT2G44730 	 n/a 	 AT5G60720 	 N/A 	 Direct 	 Confirmed 	 \N
AT3G10470 	 AT3G10470 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT3G11280 	 AT3G11280 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT3G11280 	 AT3G11280 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT3G14180 	 AT3G14180 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT3G14180 	 AT3G14180 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT3G23050 	 AT3G23050 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT3G60580 	 AT3G60580 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
AT3G62240 	 AT3G62240 	 CCOAOMT7 	 AT4G26220 	 No 	 Direct 	 Confirmed 	 \N
AT4G14560 	 AT4G14560 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G25210 	 AT4G25210 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
AT4G27240 	 AT4G27240 	 IRX10 	 AT1G27440 	 No 	 Direct 	 Confirmed 	 \N
AT4G27240 	 AT4G27240 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28140 	 AT4G28140 	 BLH3 	 AT1G75410 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28140 	 AT4G28140 	 CCOAOMT1 	 AT4G34050 	 No 	 Direct 	 Confirmed 	 \N
AT4G28140 	 AT4G28140 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28500 	 AT4G28500 	 ?VNI2 	 AT5G13180 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28500 	 AT4G28500 	 CCOAOMT1 	 AT4G34050 	 No 	 Direct 	 Confirmed 	 \N
AT4G28500 	 AT4G28500 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28500 	 AT4G28500 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
AT4G28500 	 AT4G28500 	 RIC2 	 AT1G27380 	 No 	 Direct 	 Confirmed 	 \N
AT5G01200 	 AT5G01200 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G03510 	 AT5G03510 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G08520 	 AT5G08520 	 ?CESA8 	 AT4G18780 	 No 	 Direct 	 Confirmed 	 \N
AT5G08520 	 AT5G08520 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G11510 	 AT5G11510 	 PAL4 	 AT3G10340 	 No 	 Direct 	 Confirmed 	 \N
AT5G28040 	 AT5G28040 	 FLY1 	 AT4G28370 	 No 	 Direct 	 Confirmed 	 \N
AT5G43700 	 AT5G43700 	 ?WDL3 	 AT3G23090 	 No 	 Direct 	 Confirmed 	 \N
AT5G43700 	 AT5G43700 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G43700 	 AT5G43700 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G43700 	 AT5G43700 	 n/a 	 AT4G35160 	 N/A 	 Direct 	 Confirmed 	 \N
AT5G51990 	 AT5G51990 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AT5G54930 	 AT5G54930 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AT5G54930 	 AT5G54930 	 BLH3 	 AT1G75410 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G61600 	 AT5G61600 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G61890 	 AT5G61890 	 ATE2F2 	 AT1G47870 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G61890 	 AT5G61890 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
AT5G61890 	 AT5G61890 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G61890 	 AT5G61890 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G62610 	 AT5G62610 	 MYB83 	 AT3G08500 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G62610 	 AT5G62610 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AT5G63280 	 AT5G63280 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
ATBZIP10 	 AT4G02640 	 FLY1 	 AT4G28370 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 ?BGLU46 	 AT1G61820 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 ?FRA8 	 AT2G28110 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 ?VNI2 	 AT5G13180 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 ?WDL3 	 AT3G23090 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 CAD4 	 AT3G19450 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 CCOAOMT7 	 AT4G26220 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 CESA7 	 AT5G17420 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 COBL4 	 AT5G15630 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 FLY1 	 AT4G28370 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 IRX4 	 AT1G17950 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 MYB43 	 AT5G16600 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 MYB46 	 AT5G12870 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 PHV 	 AT1G30490 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 REV 	 AT5G60690 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 VND6 	 AT5G62380 	 Yes 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 n/a 	 AT2G38080 	 N/A 	 Direct 	 Confirmed 	 \N
ATE2F2 	 AT1G47870 	 n/a 	 AT5G60720 	 N/A 	 Direct 	 Confirmed 	 \N
ATERF6 	 AT4G17490 	 PAL4 	 AT3G10340 	 No 	 Direct 	 Confirmed 	 \N
ATHB17 	 AT2G01430 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 Activation
ATHB17  	 AT2G01430  	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 Activation
ATMYB103 	 AT1G63910 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
ATMYB13 	 AT1G06180 	 AT4CL1 	 AT1G51680 	 No 	 Direct 	 Confirmed 	 \N
ATMYB13 	 AT1G06180 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
ATMYB4 	 AT5G26660 	 AT4CL1 	 AT1G51680 	 No 	 Direct 	 Confirmed 	 \N
ATMYB4 	 AT5G26660 	 HCT 	 AT5G48930 	 No 	 Direct 	 Confirmed 	 \N
ATMYB4 	 AT5G26660 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
ATMYB4 	 AT5G286660 	 CCOAOMT1 	 AT4G34050 	 No 	 Direct 	 Confirmed 	 \N
AZF2 	 AT3G19580 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AtCAMTA2 	 AT5G64220 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AtGRAS14 	 AT2G45160 	 ?BGLU46 	 AT1G61820 	 No 	 Direct 	 Confirmed 	 \N
AtGRF3 	 AT2G36400 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AtGRF3 	 AT2G36400 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
AtGRF3 	 AT2G36400 	 KNAT7 	 AT1G62990 	 Yes 	 Direct 	 Confirmed 	 \N
AtHB23 	 AT5G39760 	 ?CESA8 	 AT4G18780 	 No 	 Direct 	 Confirmed 	 \N
AtHB23 	 AT5G39760 	 ?FRA8 	 AT2G28110 	 No 	 Direct 	 Confirmed 	 \N
AtHB23 	 AT5G39760 	 n/a 	 AT5G60720 	 N/A 	 Direct 	 Confirmed 	 \N
AtHB33 	 AT1G75240 	 IRX9 	 AT2G37090 	 No 	 Direct 	 Confirmed 	 \N
AtHB33 	 AT1G75240 	 n/a 	 AT5G60720 	 N/A 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 ?CESA8 	 AT4G18780 	 No 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 ?FRA8 	 AT2G28110 	 No 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 CESA4 	 AT5G44030 	 No 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 LAC17 	 AT5G60020 	 No 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 PHB 	 AT2G34710 	 Yes 	 Direct 	 Confirmed 	 \N
AtHB34 	 AT3G28920 	 n/a 	 AT5G60720 	 N/A 	 Direct 	 Confirmed 	 \N
AtHB6 	 AT2G22430 	 ?REF8 	 AT2G40890 	 No 	 Direct 	 Confirmed 	 \N
AtHB6 	 AT2G22430 	 ORA47 	 AT1G74930 	 Yes 	 Direct 	 Confirmed 	 Activation
AtMYB103 	 AT1G63910 	 AT4CL1 	 AT1G51680 	 No 	 Direct 	 Confirmed 	 \N
AtMYB32 	 AT4G34990 	 GUX2 	 AT4G33330 	 No 	 Direct 	 Confirmed 	 \N
AtMYB56 	 AT5G17800 	 FLY1 	 AT4G28370 	 No 	 Direct 	 Confirmed 	 \N
AtMYB56 	 AT5G17800 	 GLP10 	 AT3G62020 	 No 	 Direct 	 Confirmed 	 \N
AtMYB56 	 AT5G17800 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AtMYB88 	 AT2G02820 	 AT1G13980 	 AT1G13980 	 No 	 Direct 	 Confirmed 	 Repression
AtMYB88 	 AT2G02820 	 AT1G35440 	 AT1G35440 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT1G69580 	 AT1G69580 	 Yes 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT2G45420 	 AT2G45420 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT3G22870 	 AT3G22870 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT3G23120 	 AT3G23120 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT5G39610 	 AT5G39610 	 Yes 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 AT5G65420 	 AT5G65420 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 CDC6a 	 AT2G29680 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 CDC6b 	 AT1G07270 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 CDKA;1 	 AT3G48750 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYB88 	 AT2G02820 	 CDKB1;1 	 AT3G54180 	 No 	 Direct 	 Confirmed 	 Repression
AtMYB88 	 AT2G02820 	 SEX1 	 AT1G10760 	 No 	 Direct 	 Confirmed 	 Unknown
AtMYC2 	 AT1G32640 	 CAB1 	 AT1G29930 	 No 	 Direct 	 Confirmed 	 Repression
AtMYC2 	 AT1G32640 	 RBCS-1A 	 AT1G67090 	 No 	 Direct 	 Confirmed 	 Repression
AtNAC3 	 AT3G15500 	 ERD1 	 AT5G51070 	 No 	 Direct 	 Confirmed 	 Activation
AtTLP3 	 AT2G47900 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
AtTLP6 	 AT1G47270 	 REF3 	 AT2G30490 	 No 	 Direct 	 Confirmed 	 \N
AtWRKY53 	 AT4G23810 	 ATWRKY6 	 AT1G62300 	 Yes 	 Direct 	 Confirmed 	 Repression
AtWRKY53 	 AT4G23810 	 AtWRKY13 	 AT4G39410 	 Yes 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 AtWRKY18 	 AT4G31800 	 Yes 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 AtWRKY22 	 AT4G01250 	 Yes 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 AtWRKY29 	 AT4G23550 	 Yes 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 AtWRKY42 	 AT4G04450 	 Yes 	 Direct 	 Confirmed 	 Repression
AtWRKY53 	 AT4G23810 	 AtWRKY58 	 AT3G01080 	 Yes 	 Direct 	 Confirmed 	 Repression
AtWRKY53 	 AT4G23810 	 AtWRKY62 	 AT5G01900 	 Yes 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 CAT3 	 AT1G20620 	 No 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 Catalase 	 AT4G35090 	 No 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 Catalase 1 	 AT1G20630 	 No 	 Direct 	 Confirmed 	 Activation
AtWRKY53 	 AT4G23810 	 SAG12 	 AT5g45890 	 No 	 Direct 	 Confirmed 	 Activation
AtbHLH128 	 AT1G05805 	 ?VND7 	 AT1G71930 	 Yes 	 Direct 	 Confirmed 	 \N
