TF	TARGET
AT1G01060	AT1G20030
AT1G01060	AT1G22767
AT1G01060	AT1G28330
AT1G01060	AT1G54410
AT1G01060	AT2G45560
AT1G01060	AT3G03170
AT1G01060	AT3G22830
AT1G01060	AT3G46970
AT1G01060	AT4G09012
AT1G01060	AT4G09020
AT1G01060	AT4G34960
AT1G01060	AT5G42900
AT1G01060	AT5G64860
AT1G01250	AT1G01360
AT1G01250	AT1G01540
AT1G01250	AT1G04160
AT1G01250	AT1G04684
AT1G01250	AT1G05850
AT1G01250	AT1G05860
AT1G01250	AT1G09950
AT1G01250	AT1G18500
AT1G01250	AT1G19940
AT1G01250	AT1G21350
AT1G01250	AT1G26640
AT1G01250	AT1G26650
AT1G01250	AT1G29230
AT1G01250	AT1G29470
AT1G01250	AT1G31760
AT1G01250	AT1G33260
AT1G01250	AT1G36150
AT1G01250	AT1G47497
AT1G01250	AT1G51630
AT1G01250	AT1G52630
AT1G01250	AT1G52890
AT1G01250	AT1G54890
AT1G01250	AT1G62422
AT1G01250	AT1G70590
AT1G01250	AT1G71940
AT1G01250	AT1G74370
AT1G01250	AT1G74380
AT1G01250	AT1G77480
AT1G01250	AT1G78040
AT1G01250	AT2G05920
AT1G01250	AT2G14890
AT1G01250	AT2G20370
AT1G01250	AT2G22125
AT1G01250	AT2G22450
AT1G01250	AT2G22795
AT1G01250	AT2G22900
AT1G01250	AT2G28260
AT1G01250	AT2G33400
AT1G01250	AT2G34300
AT1G01250	AT2G35930
AT1G01250	AT2G36695
AT1G01250	AT2G38360
AT1G01250	AT2G38365
AT1G01250	AT2G42320
AT1G01250	AT2G42880
AT1G01250	AT2G45460
AT1G01250	AT2G46520
AT1G01250	AT2G47070
AT1G01250	AT3G01610
AT1G01250	AT3G03080
AT1G01250	AT3G06030
AT1G01250	AT3G06150
AT1G01250	AT3G06770
AT1G01250	AT3G07300
AT1G01250	AT3G10280
AT1G01250	AT3G13360
AT1G01250	AT3G13500
AT1G01250	AT3G14720
AT1G01250	AT3G15630
AT1G01250	AT3G17640
AT1G01250	AT3G21190
AT1G01250	AT3G22180
AT1G01250	AT3G25600
AT1G01250	AT3G25900
AT1G01250	AT3G26200
AT1G01250	AT3G26950
AT1G01250	AT3G30460
AT1G01250	AT3G43410
AT1G01250	AT3G48190
AT1G01250	AT3G49230
AT1G01250	AT3G52370
AT1G01250	AT3G52450
AT1G01250	AT3G52860
AT1G01250	AT3G53060
AT1G01250	AT3G53620
AT1G01250	AT3G54690
AT1G01250	AT3G57780
AT1G01250	AT3G58790
AT1G01250	AT3G61827
AT1G01250	AT3G61829
AT1G01250	AT4G01026
AT1G01250	AT4G01400
AT1G01250	AT4G02500
AT1G01250	AT4G03540
AT1G01250	AT4G04790
AT1G01250	AT4G09690
AT1G01250	AT4G12650
AT1G01250	AT4G16380
AT1G01250	AT4G17750
AT1G01250	AT4G17760
AT1G01250	AT4G18030
AT1G01250	AT4G18620
AT1G01250	AT4G26480
AT1G01250	AT4G27720
AT1G01250	AT4G28480
AT1G01250	AT4G28550
AT1G01250	AT4G29780
AT1G01250	AT4G30097
AT1G01250	AT4G30100
AT1G01250	AT4G30150
AT1G01250	AT4G30996
AT1G01250	AT4G32350
AT1G01250	AT4G33467
AT1G01250	AT4G33960
AT1G01250	AT4G36010
AT1G01250	AT4G36245
AT1G01250	AT4G36900
AT1G01250	AT4G40050
AT1G01250	AT5G01740
AT1G01250	AT5G05170
AT1G01250	AT5G08415
AT1G01250	AT5G09810
AT1G01250	AT5G11890
AT1G01250	AT5G23430
AT1G01250	AT5G24330
AT1G01250	AT5G24340
AT1G01250	AT5G38720
AT1G01250	AT5G38730
AT1G01250	AT5G40540
AT1G01250	AT5G44110
AT1G01250	AT5G44130
AT1G01250	AT5G49720
AT1G01250	AT5G56130
AT1G01250	AT5G56140
AT1G01250	AT5G58000
AT1G01250	AT5G60920
AT1G01250	AT5G62050
AT1G01250	AT5G62060
AT1G01250	AT5G63440
AT1G01250	AT5G64480
AT1G01250	AT5G67190
AT1G01260	AT1G04560
AT1G01260	AT1G16710
AT1G01260	AT1G21975
AT1G01260	AT1G24320
AT1G01260	AT1G24330
AT1G01260	AT1G27700
AT1G01260	AT1G31410
AT1G01260	AT1G31420
AT1G01260	AT1G52510
AT1G01260	AT1G52520
AT1G01260	AT1G52710
AT1G01260	AT1G56200
AT1G01260	AT1G60790
AT1G01260	AT1G62950
AT1G01260	AT1G64140
AT1G01260	AT1G64142
AT1G01260	AT1G71002
AT1G01260	AT1G78990
AT1G01260	AT1G80120
AT1G01260	AT2G04270
AT1G01260	AT2G34186
AT1G01260	AT2G35620
AT1G01260	AT2G38025
AT1G01260	AT2G38040
AT1G01260	AT2G39170
AT1G01260	AT2G42380
AT1G01260	AT2G45685
AT1G01260	AT3G06868
AT1G01260	AT3G08840
AT1G01260	AT3G13277
AT1G01260	AT3G16170
AT1G01260	AT3G23220
AT1G01260	AT3G27809
AT1G01260	AT3G50751
AT1G01260	AT3G59490
AT1G01260	AT3G59500
AT1G01260	AT3G60730
AT1G01260	AT3G61826
AT1G01260	AT3G61827
AT1G01260	AT4G01070
AT1G01260	AT4G16370
AT1G01260	AT4G16490
AT1G01260	AT4G17615
AT1G01260	AT4G19230
AT1G01260	AT4G24200
AT1G01260	AT4G33467
AT1G01260	AT4G33890
AT1G01260	AT4G35590
AT1G01260	AT5G07315
AT1G01260	AT5G07320
AT1G01260	AT5G07920
AT1G01260	AT5G16800
AT1G01260	AT5G17240
AT1G01260	AT5G21960
AT1G01260	AT5G47900
AT1G01260	AT5G49100
AT1G01260	AT5G52980
AT1G01260	AT5G52990
AT1G01260	AT5G60930
AT1G01260	AT5G60940
AT1G01720	AT1G01670
AT1G01720	AT1G07780
AT1G01720	AT1G07790
AT1G01720	AT1G47610
AT1G01720	AT1G59640
AT1G01720	AT1G65130
AT1G01720	AT1G65140
AT1G01720	AT1G78610
AT1G01720	AT2G45570
AT1G01720	AT3G04190
AT1G01720	AT3G15130
AT1G01720	AT3G55290
AT1G01720	AT3G62650
AT1G01720	AT4G18640
AT1G01720	AT4G19000
AT1G01720	AT4G27020
AT1G01720	AT4G27520
AT1G01720	AT4G29905
AT1G01720	AT4G39100
AT1G01720	AT5G05990
AT1G01720	AT5G06000
AT1G01720	AT5G48410
AT1G02065	AT1G11080
AT1G02065	AT1G75891
AT1G02065	AT2G03490
AT1G02065	AT2G14530
AT1G02065	AT3G09000
AT1G02065	AT3G51420
AT1G02065	AT4G40010
AT1G02065	AT4G40011
AT1G02065	AT5G14680
AT1G02230	AT1G03440
AT1G02230	AT1G10620
AT1G02230	AT1G21520
AT1G02230	AT1G32361
AT1G02230	AT1G58120
AT1G02230	AT1G58122
AT1G02230	AT1G61610
AT1G02230	AT1G79910
AT1G02230	AT2G29040
AT1G02230	AT2G31870
AT1G02230	AT2G38340
AT1G02230	AT2G38830
AT1G02230	AT2G41730
AT1G02230	AT2G47890
AT1G02230	AT3G13220
AT1G02230	AT3G16200
AT1G02230	AT3G22630
AT1G02230	AT3G25960
AT1G02230	AT3G26720
AT1G02230	AT3G45730
AT1G02230	AT3G45780
AT1G02230	AT3G46080
AT1G02230	AT3G46090
AT1G02230	AT3G48346
AT1G02230	AT3G52110
AT1G02230	AT3G52115
AT1G02230	AT3G55650
AT1G02230	AT3G59930
AT1G02230	AT4G04404
AT1G02230	AT4G15955
AT1G02230	AT4G26180
AT1G02230	AT5G13140
AT1G02230	AT5G20850
AT1G02230	AT5G38250
AT1G02230	AT5G38800
AT1G02230	AT5G40080
AT1G02230	AT5G52750
AT1G02230	AT5G53240
AT1G02230	AT5G55270
AT1G02230	AT5G59820
AT1G02230	AT5G62970
AT1G02230	AT5G66005
AT1G02230	AT5G66010
AT1G02250	AT1G10220
AT1G02250	AT1G10620
AT1G02250	AT1G23460
AT1G02250	AT1G32361
AT1G02250	AT1G58120
AT1G02250	AT1G58122
AT1G02250	AT1G61610
AT1G02250	AT1G62400
AT1G02250	AT1G65170
AT1G02250	AT1G67220
AT1G02250	AT2G21480
AT1G02250	AT2G28260
AT1G02250	AT2G28810
AT1G02250	AT2G35470
AT1G02250	AT2G35480
AT1G02250	AT2G38790
AT1G02250	AT2G38830
AT1G02250	AT2G41730
AT1G02250	AT2G46310
AT1G02250	AT2G46480
AT1G02250	AT3G04660
AT1G02250	AT3G16200
AT1G02250	AT3G18180
AT1G02250	AT3G23380
AT1G02250	AT3G45730
AT1G02250	AT3G45780
AT1G02250	AT3G46070
AT1G02250	AT3G47740
AT1G02250	AT3G49640
AT1G02250	AT3G60328
AT1G02250	AT4G00234
AT1G02250	AT4G01220
AT1G02250	AT4G03550
AT1G02250	AT4G04404
AT1G02250	AT4G18450
AT1G02250	AT4G22070
AT1G02250	AT4G26180
AT1G02250	AT5G11830
AT1G02250	AT5G17830
AT1G02250	AT5G21900
AT1G02250	AT5G38800
AT1G02250	AT5G39000
AT1G02250	AT5G40080
AT1G02250	AT5G52780
AT1G02250	AT5G55270
AT1G02250	AT5G59820
AT1G03800	AT1G01930
AT1G03800	AT1G01940
AT1G03800	AT1G02890
AT1G03800	AT1G03910
AT1G03800	AT1G04720
AT1G03800	AT1G04940
AT1G03800	AT1G04945
AT1G03800	AT1G05136
AT1G03800	AT1G05840
AT1G03800	AT1G06840
AT1G03800	AT1G07950
AT1G03800	AT1G07960
AT1G03800	AT1G08280
AT1G03800	AT1G08840
AT1G03800	AT1G08845
AT1G03800	AT1G10560
AT1G03800	AT1G10700
AT1G03800	AT1G11010
AT1G03800	AT1G11020
AT1G03800	AT1G12050
AT1G03800	AT1G12520
AT1G03800	AT1G14030
AT1G03800	AT1G14140
AT1G03800	AT1G14150
AT1G03800	AT1G14190
AT1G03800	AT1G14300
AT1G03800	AT1G14310
AT1G03800	AT1G14345
AT1G03800	AT1G14600
AT1G03800	AT1G14970
AT1G03800	AT1G14990
AT1G03800	AT1G15000
AT1G03800	AT1G15125
AT1G03800	AT1G15290
AT1G03800	AT1G15825
AT1G03800	AT1G15830
AT1G03800	AT1G16190
AT1G03800	AT1G16270
AT1G03800	AT1G16430
AT1G03800	AT1G16650
AT1G03800	AT1G16730
AT1G03800	AT1G16740
AT1G03800	AT1G18500
AT1G03800	AT1G18690
AT1G03800	AT1G19090
AT1G03800	AT1G19770
AT1G03800	AT1G19950
AT1G03800	AT1G20060
AT1G03800	AT1G20065
AT1G03800	AT1G20290
AT1G03800	AT1G20780
AT1G03800	AT1G21160
AT1G03800	AT1G21528
AT1G03800	AT1G21610
AT1G03800	AT1G21700
AT1G03800	AT1G22710
AT1G03800	AT1G23410
AT1G03800	AT1G23700
AT1G03800	AT1G24822
AT1G03800	AT1G24851
AT1G03800	AT1G25180
AT1G03800	AT1G25360
AT1G03800	AT1G26160
AT1G03800	AT1G26750
AT1G03800	AT1G26870
AT1G03800	AT1G29230
AT1G03800	AT1G29240
AT1G03800	AT1G29250
AT1G03800	AT1G29280
AT1G03800	AT1G29320
AT1G03800	AT1G30910
AT1G03800	AT1G31760
AT1G03800	AT1G31860
AT1G03800	AT1G31870
AT1G03800	AT1G32530
AT1G03800	AT1G32610
AT1G03800	AT1G32620
AT1G03800	AT1G32630
AT1G03800	AT1G33350
AT1G03800	AT1G33360
AT1G03800	AT1G34020
AT1G03800	AT1G34360
AT1G03800	AT1G47900
AT1G03800	AT1G49270
AT1G03800	AT1G50310
AT1G03800	AT1G51370
AT1G03800	AT1G52220
AT1G03800	AT1G52230
AT1G03800	AT1G53760
AT1G03800	AT1G53785
AT1G03800	AT1G54630
AT1G03800	AT1G55810
AT1G03800	AT1G55880
AT1G03800	AT1G55890
AT1G03800	AT1G57720
AT1G03800	AT1G58150
AT1G03800	AT1G58684
AT1G03800	AT1G58983
AT1G03800	AT1G59359
AT1G03800	AT1G60080
AT1G03800	AT1G61770
AT1G03800	AT1G62970
AT1G03800	AT1G65290
AT1G03800	AT1G65550
AT1G03800	AT1G65930
AT1G03800	AT1G67440
AT1G03800	AT1G68140
AT1G03800	AT1G69070
AT1G03800	AT1G69120
AT1G03800	AT1G69300
AT1G03800	AT1G69380
AT1G03800	AT1G70710
AT1G03800	AT1G71140
AT1G03800	AT1G71210
AT1G03800	AT1G71220
AT1G03800	AT1G71490
AT1G03800	AT1G71780
AT1G03800	AT1G71790
AT1G03800	AT1G73840
AT1G03800	AT1G73940
AT1G03800	AT1G74030
AT1G03800	AT1G74040
AT1G03800	AT1G74900
AT1G03800	AT1G75200
AT1G03800	AT1G75210
AT1G03800	AT1G75340
AT1G03800	AT1G75660
AT1G03800	AT1G76560
AT1G03800	AT1G77480
AT1G03800	AT1G79260
AT1G03800	AT1G79730
AT1G03800	AT1G80600
AT1G03800	AT1G80610
AT1G03800	AT1G80865
AT1G03800	AT2G01060
AT1G03800	AT2G01290
AT1G03800	AT2G01710
AT1G03800	AT2G01730
AT1G03800	AT2G01820
AT1G03800	AT2G03050
AT1G03800	AT2G03060
AT1G03800	AT2G03130
AT1G03800	AT2G04540
AT1G03800	AT2G06990
AT1G03800	AT2G10608
AT1G03800	AT2G13422
AT1G03800	AT2G15620
AT1G03800	AT2G16650
AT1G03800	AT2G16760
AT1G03800	AT2G17020
AT1G03800	AT2G17030
AT1G03800	AT2G17420
AT1G03800	AT2G17705
AT1G03800	AT2G20060
AT1G03800	AT2G20280
AT1G03800	AT2G20770
AT1G03800	AT2G21680
AT1G03800	AT2G21720
AT1G03800	AT2G21800
AT1G03800	AT2G22400
AT1G03800	AT2G22410
AT1G03800	AT2G23080
AT1G03800	AT2G23118
AT1G03800	AT2G24500
AT1G03800	AT2G25200
AT1G03800	AT2G26810
AT1G03800	AT2G27660
AT1G03800	AT2G29200
AT1G03800	AT2G30032
AT1G03800	AT2G30560
AT1G03800	AT2G31660
AT1G03800	AT2G31920
AT1G03800	AT2G32130
AT1G03800	AT2G32415
AT1G03800	AT2G32940
AT1G03800	AT2G32950
AT1G03800	AT2G33140
AT1G03800	AT2G33310
AT1G03800	AT2G34290
AT1G03800	AT2G34450
AT1G03800	AT2G34460
AT1G03800	AT2G34520
AT1G03800	AT2G35040
AT1G03800	AT2G35050
AT1G03800	AT2G35140
AT1G03800	AT2G35220
AT1G03800	AT2G35930
AT1G03800	AT2G36010
AT1G03800	AT2G36230
AT1G03800	AT2G36240
AT1G03800	AT2G36305
AT1G03800	AT2G37240
AT1G03800	AT2G37585
AT1G03800	AT2G38110
AT1G03800	AT2G38330
AT1G03800	AT2G38430
AT1G03800	AT2G38440
AT1G03800	AT2G38660
AT1G03800	AT2G39805
AT1G03800	AT2G39810
AT1G03800	AT2G40430
AT1G03800	AT2G41130
AT1G03800	AT2G42270
AT1G03800	AT2G43190
AT1G03800	AT2G43360
AT1G03800	AT2G43370
AT1G03800	AT2G43800
AT1G03800	AT2G44198
AT1G03800	AT2G44200
AT1G03800	AT2G44255
AT1G03800	AT2G44730
AT1G03800	AT2G44735
AT1G03800	AT2G44740
AT1G03800	AT2G45590
AT1G03800	AT2G46020
AT1G03800	AT2G46160
AT1G03800	AT2G46860
AT1G03800	AT2G46900
AT1G03800	AT3G01540
AT1G03800	AT3G01820
AT1G03800	AT3G01910
AT1G03800	AT3G01920
AT1G03800	AT3G02080
AT1G03800	AT3G02550
AT1G03800	AT3G02760
AT1G03800	AT3G02780
AT1G03800	AT3G02790
AT1G03800	AT3G03010
AT1G03800	AT3G03020
AT1G03800	AT3G03230
AT1G03800	AT3G04350
AT1G03800	AT3G04560
AT1G03800	AT3G04610
AT1G03800	AT3G04770
AT1G03800	AT3G05350
AT1G03800	AT3G05510
AT1G03800	AT3G05570
AT1G03800	AT3G06150
AT1G03800	AT3G06180
AT1G03800	AT3G07050
AT1G03800	AT3G07055
AT1G03800	AT3G07060
AT1G03800	AT3G07130
AT1G03800	AT3G07760
AT1G03800	AT3G08850
AT1G03800	AT3G09360
AT1G03800	AT3G09390
AT1G03800	AT3G09660
AT1G03800	AT3G09720
AT1G03800	AT3G09730
AT1G03800	AT3G09860
AT1G03800	AT3G10670
AT1G03800	AT3G10680
AT1G03800	AT3G11150
AT1G03800	AT3G12400
AT1G03800	AT3G12480
AT1G03800	AT3G12670
AT1G03800	AT3G12980
AT1G03800	AT3G14020
AT1G03800	AT3G15260
AT1G03800	AT3G15830
AT1G03800	AT3G16090
AT1G03800	AT3G17465
AT1G03800	AT3G18740
AT1G03800	AT3G19130
AT1G03800	AT3G20830
AT1G03800	AT3G21280
AT1G03800	AT3G22180
AT1G03800	AT3G22320
AT1G03800	AT3G23620
AT1G03800	AT3G24518
AT1G03800	AT3G24860
AT1G03800	AT3G25210
AT1G03800	AT3G25805
AT1G03800	AT3G26580
AT1G03800	AT3G26700
AT1G03800	AT3G27865
AT1G03800	AT3G28060
AT1G03800	AT3G29305
AT1G03800	AT3G29310
AT1G03800	AT3G43590
AT1G03800	AT3G44400
AT1G03800	AT3G44770
AT1G03800	AT3G44860
AT1G03800	AT3G45880
AT1G03800	AT3G48360
AT1G03800	AT3G49100
AT1G03800	AT3G50180
AT1G03800	AT3G50825
AT1G03800	AT3G52350
AT1G03800	AT3G52450
AT1G03800	AT3G52770
AT1G03800	AT3G52860
AT1G03800	AT3G53710
AT1G03800	AT3G53890
AT1G03800	AT3G54000
AT1G03800	AT3G54250
AT1G03800	AT3G54640
AT1G03800	AT3G54860
AT1G03800	AT3G55160
AT1G03800	AT3G55250
AT1G03800	AT3G56090
AT1G03800	AT3G56340
AT1G03800	AT3G56490
AT1G03800	AT3G56710
AT1G03800	AT3G57210
AT1G03800	AT3G57560
AT1G03800	AT3G57570
AT1G03800	AT3G59068
AT1G03800	AT3G60500
AT1G03800	AT3G60880
AT1G03800	AT3G61540
AT1G03800	AT3G61910
AT1G03800	AT3G62120
AT1G03800	AT3G62500
AT1G03800	AT3G62800
AT1G03800	AT3G62810
AT1G03800	AT3G63400
AT1G03800	AT4G00080
AT1G03800	AT4G00893
