TF	TARGET
AT1G03800	AT4G00895
AT1G03800	AT4G01100
AT1G03800	AT4G01400
AT1G03800	AT4G02010
AT1G03800	AT4G04614
AT1G03800	AT4G06534
AT1G03800	AT4G12240
AT1G03800	AT4G12540
AT1G03800	AT4G13720
AT1G03800	AT4G14145
AT1G03800	AT4G14310
AT1G03800	AT4G15830
AT1G03800	AT4G16710
AT1G03800	AT4G17760
AT1G03800	AT4G17920
AT1G03800	AT4G18150
AT1G03800	AT4G18230
AT1G03800	AT4G18240
AT1G03800	AT4G18460
AT1G03800	AT4G18465
AT1G03800	AT4G18815
AT1G03800	AT4G20840
AT1G03800	AT4G21150
AT1G03800	AT4G21300
AT1G03800	AT4G23885
AT1G03800	AT4G24250
AT1G03800	AT4G25680
AT1G03800	AT4G26000
AT1G03800	AT4G26480
AT1G03800	AT4G26490
AT1G03800	AT4G26570
AT1G03800	AT4G27490
AT1G03800	AT4G28010
AT1G03800	AT4G28020
AT1G03800	AT4G29120
AT1G03800	AT4G29380
AT1G03800	AT4G29480
AT1G03800	AT4G29490
AT1G03800	AT4G29940
AT1G03800	AT4G30010
AT1G03800	AT4G30097
AT1G03800	AT4G30990
AT1G03800	AT4G31020
AT1G03800	AT4G31150
AT1G03800	AT4G31230
AT1G03800	AT4G31720
AT1G03800	AT4G32710
AT1G03800	AT4G33467
AT1G03800	AT4G33905
AT1G03800	AT4G34110
AT1G03800	AT4G34120
AT1G03800	AT4G34310
AT1G03800	AT4G34700
AT1G03800	AT4G34940
AT1G03800	AT4G36260
AT1G03800	AT4G37060
AT1G03800	AT4G39340
AT1G03800	AT4G39345
AT1G03800	AT4G39403
AT1G03800	AT4G39600
AT1G03800	AT4G39925
AT1G03800	AT5G01175
AT1G03800	AT5G01350
AT1G03800	AT5G02815
AT1G03800	AT5G02820
AT1G03800	AT5G02870
AT1G03800	AT5G03290
AT1G03800	AT5G03720
AT1G03800	AT5G05550
AT1G03800	AT5G05600
AT1G03800	AT5G05730
AT1G03800	AT5G05810
AT1G03800	AT5G06120
AT1G03800	AT5G06210
AT1G03800	AT5G06390
AT1G03800	AT5G07650
AT1G03800	AT5G07760
AT1G03800	AT5G07890
AT1G03800	AT5G07900
AT1G03800	AT5G07960
AT1G03800	AT5G08139
AT1G03800	AT5G08415
AT1G03800	AT5G09350
AT1G03800	AT5G09740
AT1G03800	AT5G14530
AT1G03800	AT5G15870
AT1G03800	AT5G16090
AT1G03800	AT5G16220
AT1G03800	AT5G16470
AT1G03800	AT5G17370
AT1G03800	AT5G17550
AT1G03800	AT5G17770
AT1G03800	AT5G18180
AT1G03800	AT5G18255
AT1G03800	AT5G18480
AT1G03800	AT5G18660
AT1G03800	AT5G18661
AT1G03800	AT5G19180
AT1G03800	AT5G19820
AT1G03800	AT5G19900
AT1G03800	AT5G20700
AT1G03800	AT5G22330
AT1G03800	AT5G22340
AT1G03800	AT5G22794
AT1G03800	AT5G23450
AT1G03800	AT5G23535
AT1G03800	AT5G24980
AT1G03800	AT5G26140
AT1G03800	AT5G27330
AT1G03800	AT5G40500
AT1G03800	AT5G42140
AT1G03800	AT5G42380
AT1G03800	AT5G43245
AT1G03800	AT5G44110
AT1G03800	AT5G44450
AT1G03800	AT5G44540
AT1G03800	AT5G45040
AT1G03800	AT5G45740
AT1G03800	AT5G46160
AT1G03800	AT5G46390
AT1G03800	AT5G46540
AT1G03800	AT5G47030
AT1G03800	AT5G48240
AT1G03800	AT5G48830
AT1G03800	AT5G48835
AT1G03800	AT5G49400
AT1G03800	AT5G49530
AT1G03800	AT5G49560
AT1G03800	AT5G49830
AT1G03800	AT5G50320
AT1G03800	AT5G50960
AT1G03800	AT5G51120
AT1G03800	AT5G52070
AT1G03800	AT5G52860
AT1G03800	AT5G53070
AT1G03800	AT5G53850
AT1G03800	AT5G53860
AT1G03800	AT5G55380
AT1G03800	AT5G55855
AT1G03800	AT5G56130
AT1G03800	AT5G56140
AT1G03800	AT5G57290
AT1G03800	AT5G58530
AT1G03800	AT5G59060
AT1G03800	AT5G59070
AT1G03800	AT5G59740
AT1G03800	AT5G59750
AT1G03800	AT5G59945
AT1G03800	AT5G60430
AT1G03800	AT5G61412
AT1G03800	AT5G62650
AT1G03800	AT5G63000
AT1G03800	AT5G63010
AT1G03800	AT5G63290
AT1G03800	AT5G63300
AT1G03800	AT5G63390
AT1G03800	AT5G64140
AT1G03800	AT5G64750
AT1G03800	AT5G65165
AT1G03800	AT5G65170
AT1G03800	AT5G65207
AT1G03800	AT5G65445
AT1G03800	AT5G65450
AT1G03800	AT5G65550
AT1G03800	AT5G66030
AT1G03800	AT5G66040
AT1G03800	AT5G66240
AT1G03800	AT5G66750
AT1G03800	AT5G66850
AT1G03800	AT5G67170
AT1G03800	AT5G67200
AT1G03800	AT5G67220
AT1G03800	AT5G67280
AT1G03800	AT5G67530
AT1G03800	ATCG00820
AT1G03800	ATMG00360
AT1G03800	ATMG00940
AT1G03840	AT1G10588
AT1G03840	AT1G12500
AT1G03840	AT1G19700
AT1G03840	AT1G30475
AT1G03840	AT1G48280
AT1G03840	AT1G54210
AT1G03840	AT1G62420
AT1G03840	AT1G65481
AT1G03840	AT1G76990
AT1G03840	AT1G77920
AT1G03840	AT1G78060
AT1G03840	AT2G17720
AT1G03840	AT2G18730
AT1G03840	AT2G20300
AT1G03840	AT2G20510
AT1G03840	AT2G26440
AT1G03840	AT2G26710
AT1G03840	AT2G29940
AT1G03840	AT2G30520
AT1G03840	AT2G30740
AT1G03840	AT2G34610
AT1G03840	AT2G38185
AT1G03840	AT2G38800
AT1G03840	AT2G39705
AT1G03840	AT2G43980
AT1G03840	AT2G43990
AT1G03840	AT2G46930
AT1G03840	AT3G02830
AT1G03840	AT3G12965
AT1G03840	AT3G13000
AT1G03840	AT3G14570
AT1G03840	AT3G16290
AT1G03840	AT3G23570
AT1G03840	AT3G23580
AT1G03840	AT3G27150
AT1G03840	AT3G27540
AT1G03840	AT3G45900
AT1G03840	AT3G48410
AT1G03840	AT3G50800
AT1G03840	AT3G51220
AT1G03840	AT3G54440
AT1G03840	AT3G60200
AT1G03840	AT4G04885
AT1G03840	AT4G18690
AT1G03840	AT4G21500
AT1G03840	AT4G21970
AT1G03840	AT4G24275
AT1G03840	AT4G29100
AT1G03840	AT4G29190
AT1G03840	AT4G33800
AT1G03840	AT4G35000
AT1G03840	AT4G37930
AT1G03840	AT4G39360
AT1G03840	AT5G07290
AT1G03840	AT5G10280
AT1G03840	AT5G17760
AT1G03840	AT5G39220
AT1G03840	AT5G39930
AT1G03840	AT5G39940
AT1G03840	AT5G51990
AT1G03840	AT5G52170
AT1G03840	AT5G53090
AT1G03840	AT5G56260
AT1G03840	AT5G60860
AT1G06070	AT1G12390
AT1G06070	AT1G18640
AT1G06070	AT1G22690
AT1G06070	AT1G32400
AT1G06070	AT1G61900
AT1G06070	AT1G68580
AT1G06070	AT1G70090
AT1G06070	AT1G72510
AT1G06070	AT2G15530
AT1G06070	AT2G29550
AT1G06070	AT2G29560
AT1G06070	AT2G47780
AT1G06070	AT3G12100
AT1G06070	AT3G12110
AT1G06070	AT3G51550
AT1G06070	AT3G58640
AT1G06070	AT4G23730
AT1G06070	AT4G25810
AT1G06070	AT4G30270
AT1G06070	AT4G31550
AT1G06070	AT5G03660
AT1G06070	AT5G11740
AT1G06070	AT5G23530
AT1G06070	AT5G64260
AT1G06160	AT1G03530
AT1G06160	AT1G03540
AT1G06160	AT1G06160
AT1G06160	AT1G10140
AT1G06160	AT1G10700
AT1G06160	AT1G15150
AT1G06160	AT1G16730
AT1G06160	AT1G16740
AT1G06160	AT1G17665
AT1G06160	AT1G25220
AT1G06160	AT1G26870
AT1G06160	AT1G27130
AT1G06160	AT1G53430
AT1G06160	AT1G55820
AT1G06160	AT1G56220
AT1G06160	AT1G57680
AT1G06160	AT1G57990
AT1G06160	AT1G61820
AT1G06160	AT1G65930
AT1G06160	AT1G67500
AT1G06160	AT1G70350
AT1G06160	AT1G71140
AT1G06160	AT2G02340
AT1G06160	AT2G07180
AT1G06160	AT2G13440
AT1G06160	AT2G16950
AT1G06160	AT2G17630
AT1G06160	AT2G20330
AT1G06160	AT2G31230
AT1G06160	AT2G32250
AT1G06160	AT2G35040
AT1G06160	AT2G35050
AT1G06160	AT2G44980
AT1G06160	AT2G46900
AT1G06160	AT3G01820
AT1G06160	AT3G01970
AT1G06160	AT3G07560
AT1G06160	AT3G12670
AT1G06160	AT3G19360
AT1G06160	AT3G23150
AT1G06160	AT3G24440
AT1G06160	AT3G44070
AT1G06160	AT3G50190
AT1G06160	AT3G52060
AT1G06160	AT3G52070
AT1G06160	AT3G52440
AT1G06160	AT3G53570
AT1G06160	AT3G53580
AT1G06160	AT3G53710
AT1G06160	AT3G53890
AT1G06160	AT3G58020
AT1G06160	AT3G58600
AT1G06160	AT3G59068
AT1G06160	AT4G13720
AT1G06160	AT4G18197
AT1G06160	AT4G18205
AT1G06160	AT4G26900
AT1G06160	AT4G28180
AT1G06160	AT4G30930
AT1G06160	AT4G36260
AT1G06160	AT5G03870
AT1G06160	AT5G04620
AT1G06160	AT5G05730
AT1G06160	AT5G06210
AT1G06160	AT5G12010
AT1G06160	AT5G13270
AT1G06160	AT5G13280
AT1G06160	AT5G18180
AT1G06160	AT5G19890
AT1G06160	AT5G46740
AT1G06160	AT5G47030
AT1G06160	AT5G48240
AT1G06160	AT5G57890
AT1G06160	AT5G64090
AT1G06160	AT5G64750
AT1G06180	AT1G03870
AT1G06180	AT1G04100
AT1G06180	AT1G04190
AT1G06180	AT1G04200
AT1G06180	AT1G07885
AT1G06180	AT1G07890
AT1G06180	AT1G09500
AT1G06180	AT1G09575
AT1G06180	AT1G10370
AT1G06180	AT1G11600
AT1G06180	AT1G12460
AT1G06180	AT1G17020
AT1G06180	AT1G17200
AT1G06180	AT1G20010
