TF	TARGET
ATMG00910	ATCG00470
ATMG00910	ATCG00120
ATMG00910	ATCG00480
ATMG00910	ATCG00140
ATMG00910	ATCG00150
ATMG00910	ATCG00130
ATMG00910	ATCG00860
ATMG00910	ATCG01280
ATMG00910	ATCG01040
ATMG00910	ATCG01060
ATMG00910	ATCG01110
ATMG00910	ATCG01100
ATMG00910	ATCG00420
ATMG00910	ATCG00440
ATMG00910	ATCG01080
ATMG00910	ATCG01010
ATMG00910	ATCG01070
ATMG00910	ATCG01090
ATMG00910	ATCG00600
ATMG00910	ATCG00540
ATMG00910	ATCG00720
ATMG00910	ATCG00730
ATMG00910	ATCG00360
ATMG00910	ATCG00340
ATMG00910	ATCG00350
ATMG00910	ATCG00020
ATMG00910	ATCG00680
ATMG00910	ATCG00280
ATMG00910	ATCG00270
ATMG00910	ATCG00580
ATMG00910	ATCG00570
ATMG00910	ATCG00430
ATMG00910	ATCG00710
ATMG00910	ATCG00080
ATMG00910	ATCG00550
ATMG00910	ATCG00070
ATMG00910	ATCG00560
ATMG00910	ATCG00220
ATMG00910	ATCG00700
ATMG00910	ATCG00690
ATMG00910	ATCG00510
ATMG00910	ATCG00630
ATMG00910	ATCG00490
ATMG00910	ATCG00520
ATMG00910	ATCG00300
ATMG00960	ATCG00470
ATMG00960	ATCG00120
ATMG00960	ATCG00480
ATMG00960	ATCG00140
ATMG00960	ATCG00150
ATMG00960	ATCG00130
ATMG00960	ATCG00860
ATMG00960	ATCG01280
ATMG00960	ATCG01040
ATMG00960	ATCG01060
ATMG00960	ATCG01110
ATMG00960	ATCG01100
ATMG00960	ATCG00420
ATMG00960	ATCG00440
ATMG00960	ATCG01080
ATMG00960	ATCG01010
ATMG00960	ATCG01070
ATMG00960	ATCG01090
ATMG00960	ATCG00600
ATMG00960	ATCG00540
ATMG00960	ATCG00720
ATMG00960	ATCG00730
ATMG00960	ATCG00360
ATMG00960	ATCG00340
ATMG00960	ATCG00350
ATMG00960	ATCG00020
ATMG00960	ATCG00680
ATMG00960	ATCG00280
ATMG00960	ATCG00270
ATMG00960	ATCG00580
ATMG00960	ATCG00570
ATMG00960	ATCG00430
ATMG00960	ATCG00710
ATMG00960	ATCG00080
ATMG00960	ATCG00550
ATMG00960	ATCG00070
ATMG00960	ATCG00560
ATMG00960	ATCG00220
ATMG00960	ATCG00700
ATMG00960	ATCG00690
ATMG00960	ATCG00510
ATMG00960	ATCG00630
ATMG00960	ATCG00490
ATMG00960	ATCG00520
ATMG00960	ATCG00300
ATMG00110	ATCG00470
